#,Title,R.,Conf.,R0. Avg.,R. Avg.,Conf. Avg.,Corr.,Status
1589,Yet Another ICU Benchmark: A Flexible Multi-Center Framework for Clinical ML,"5,6,6,6,8","3,3,3,3,4",5.4,6.2,3.2,0.92,Poster
1590,Hiding in Plain Sight: Disguising Data Stealing Attacks in Federated Learning,"5,6,6,6,8","4,2,3,3,4",5.8,6.2,3.2,0.22,Poster
1591,LLM-CXR: Instruction-Finetuned LLM for CXR Image Understanding and Generation,"5,6,6,6,8","4,4,4,3,2",5.4,6.2,3.4,-0.87,Poster
1592,Performance Gaps in Multi-view Clustering under the Nested Matrix-Tensor Model,"5,6,6,6,8","2,1,2,4,5",6,6.2,2.8,0.72,Poster
1593,TAIL: Task-specific Adapters for Imitation Learning with Large Pretrained Models,"5,6,6,6,8","4,3,3,4,4",5.8,6.2,3.6,0.17,Poster
1595,DV-3DLane: End-to-end Multi-modal 3D Lane Detection with Dual-view Representation,"3,6,6,6,10","5,5,5,3,5",6,6.2,4.6,0.04,Poster
1597,DRSM: De-Randomized Smoothing on Malware Classifier Providing Certified Robustness,"5,6,6,6,8","4,4,4,4,4",5,6.2,4,0,Poster
1598,EXPLORING RAIN-/DETAIL-AWARE REPRESENTATION FOR INSTANCE-SPECIFIC IMAGE DE-RAINING,"5,6,6,6,8","5,5,5,5,4",5,6.2,4.8,-0.92,Poster
1600,PROGRAM: PROtotype GRAph Model based Pseudo-Label Learning for Test-Time Adaptation,"5,6,6,6,8","4,5,3,2,3",5.8,6.2,3.4,-0.28,Poster
1601,Neuro-Inspired Information-Theoretic Hierarchical Perception for Multimodal Learning,"5,6,6,6,8","3,3,3,3,3",5.8,6.2,3,0,Poster
1602,Towards Foundational Models for Molecular Learning on Large-Scale Multi-Task Datasets,"3,6,6,8,8","4,4,4,3,2",6,6.2,3.4,-0.74,Poster
1603,Dissecting sample hardness: Fine-grained analysis of Hardness Characterization Methods,"1,6,8,8,8","5,4,2,4,3",5.4,6.2,3.6,-0.77,Poster
1604,Optimal transport based adversarial patch to leverage large scale attack transferability,"5,6,6,6,8","4,4,4,4,4",5.6,6.2,4,0,Poster
1605,On Penalty Methods for Nonconvex Bilevel Optimization and First-Order Stochastic Approximation,"5,6,6,6,8","3,3,3,3,4",6.2,6.2,3.2,0.92,Spotlight
1606,DecompOpt: Controllable and Decomposed Diffusion Models for Structure-based Molecular Optimization,"5,6,6,6,8","4,4,3,3,3",5,6.2,3.4,-0.58,Poster
1607,Be Careful What You Smooth For: Label Smoothing Can Be a Privacy Shield but Also a Catalyst for Model Inversion Attacks,"5,6,6,6,8","4,4,5,2,4",5.2,6.2,3.8,0.04,Poster
1609,Latent 3D Graph Diffusion,"5,6,6,6,6,8","3,3,5,4,3,4",5.4,6.17,3.67,0.33,Poster
1610,PBADet: A One-Stage Anchor-Free Approach for Part-Body Association,"5,6,6,6,6,8","4,5,4,4,4,3",5.67,6.17,4,-0.64,Poster
1611,AnomalyCLIP: Object-agnostic Prompt Learning for Zero-shot Anomaly Detection,"5,5,5,6,8,8","5,4,3,5,3,3",6.17,6.17,3.83,-0.53,Poster
1614,Graph Parsing Networks,"3,5,8,8","4,3,3,5",5.5,6,3.75,0.14,Poster
1615,Repelling Random Walks,"6,6,6","3,4,4",5,6,3.67,0,Poster
1616,Hypergraph Dynamic System,"5,5,6,8","3,3,4,5",4.25,6,3.75,0.98,Poster
1620,Idempotent Generative Network,"3,5,8,8","4,3,3,4",5.5,6,3.5,-0.24,Poster
1622,Grounded Object-Centric Learning,"6,6,6","3,4,3",5.67,6,3.33,0,Poster
1623,Language Modeling Is Compression,"6,6,6,6","4,3,3,3",5.75,6,3.25,0,Poster
1626,Pose Modulated Avatars from Video,"6,6,6","4,5,4",4.67,6,4.33,0,Poster
1627,Why is SAM Robust to Label Noise?,"6,6,6,6","4,4,3,3",5,6,3.5,0,Poster
1628,LLM-grounded Video Diffusion Models,"6,6,6","3,3,5",5,6,3.67,0,Poster
1629,Layer-wise linear mode connectivity,"6,6,6,6","3,4,3,4",5.5,6,3.5,0,Poster
1630,MAP IT to Visualize Representations,"3,5,8,8","5,4,4,2",6,6,3.75,-0.76,Poster
1633,Concept Bottleneck Generative Models,"6,6,6,6","4,3,3,3",4.5,6,3.25,0,Poster
1635,Diving Segmentation Model into Pixels,"6,6,6,6","3,3,3,3",6,6,3,0,Poster
1636,Towards Poisoning Fair Representations,"3,5,6,8,8","5,3,3,4,3",5.6,6,3.6,-0.53,Poster
1638,Fast-ELECTRA for Efficient Pre-training,"6,6,6","3,4,4",6,6,3.67,0,Poster
1639,LCOT: Linear Circular Optimal Transport,"6,6,6","4,4,3",6,6,3.67,0,Poster
1640,Non-Exchangeable Conformal Risk Control,"5,5,6,8","4,5,4,4",5.25,6,4.25,-0.47,Poster
1641,R-MAE: Regions Meet Masked Autoencoders,"6,6,6","5,5,3",5.33,6,4.33,0,Poster
1642,The Hidden Language of Diffusion Models,"6,6,6,6","5,5,3,4",5,6,4.25,0,Poster
1643,Adversarial Causal Bayesian Optimization,"6,6,6,6","4,2,4,4",5,6,3.5,0,Poster
1644,Efficient Modulation for Vision Networks,"5,5,6,8","5,4,4,3",5.25,6,4,-0.87,Poster
1645,Compressing Latent Space via Least Volume,"5,5,6,8","3,4,4,4",5.5,6,3.75,0.47,Poster
1646,Language-Informed Visual Concept Learning,"5,5,6,8","5,4,3,3",5.25,6,3.75,-0.74,Poster
1647,"Masks, Signs, And Learning Rate Rewinding","6,6,6","3,4,3",5.67,6,3.33,0,Spotlight
1648,SAS: Structured Activation Sparsification,"6,6,6","3,4,3",5.33,6,3.33,0,Poster
1649,Teaching Arithmetic to Small Transformers,"5,5,6,6,8","4,3,3,4,4",4.2,6,3.6,0.37,Poster
1650,A ROBUST DIFFERENTIAL NEURAL ODE OPTIMIZER,"6,6,6","3,3,4",4.67,6,3.33,0,Poster
1651,Dissecting Neural Network Robustness Proofs,"6,6,6,6","3,3,2,3",6,6,2.75,0,Poster
1654,Provably Efficient CVaR RL in Low-rank MDPs,"6,6,6,6","4,3,3,2",5.75,6,3,0,Poster
1657,Adversarial Feature Map Pruning for Backdoor,"6,6,6","4,3,4",5.33,6,3.67,0,Poster
1658,Emu: Generative Pretraining in Multimodality,"6,6,6,6","4,4,4,4",6,6,4,0,Poster
1659,Human Motion Diffusion as a Generative Prior,"6,6,6,6","4,5,3,4",6,6,4,0,Poster
1661,Mixture of Weak and Strong Experts on Graphs,"5,5,6,6,6,8","3,4,4,4,4,3",5.33,6,3.67,-0.35,Poster
1662,Teaching Large Language Models to Self-Debug,"6,6,6,6","5,4,4,3",4.5,6,4,0,Poster
1663,Domain Randomization via Entropy Maximization,"5,5,6,6,6,8","3,5,3,5,3,3",5.33,6,3.67,-0.35,Poster
1666,Adding 3D Geometry Control to Diffusion Models,"5,5,6,8","3,4,4,4",6,6,3.75,0.47,Spotlight
1668,Generative Sliced MMD Flows with Riesz Kernels,"5,5,6,8","2,3,3,4",5.5,6,3,0.87,Poster
1669,Incremental Randomized Smoothing Certification,"6,6,6,6","5,3,3,3",5,6,3.5,0,Poster
1670,ZeroFlow: Scalable Scene Flow via Distillation,"5,5,8","2,4,4",6,6,3.33,0.5,Poster
1671,Energy-guided Entropic Neural Optimal Transport,"6,6,6","4,3,4",6,6,3.67,0,Poster
1674,Contextual Bandits with Online Neural Regression,"5,5,6,6,8","3,3,4,4,4",6,6,3.6,0.75,Poster
1677,Multi-task Learning with 3D-Aware Regularization,"6,6,6,6","5,4,4,3",6,6,4,0,Poster
1680,Image Translation as Diffusion Visual Programmers,"6,6,6,6","4,3,4,3",5.75,6,3.5,0,Poster
1685,Modulate Your Spectrum in Self-Supervised Learning,"6,6,6","4,3,4",6,6,3.67,0,Poster
1686,Unlock Predictable Scaling from Emergent Abilities,"5,5,6,8","3,3,4,5",5.25,6,3.75,0.98,Poster
1687,Hybrid Sharing for Multi-Label Image Classification,"6,6,6","5,5,4",5,6,4.67,0,Poster
1690,Unveiling Options with Neural Network Decomposition,"6,6,6","3,4,4",5.33,6,3.67,0,Poster
1691,When Semantic Segmentation Meets Frequency Aliasing,"5,5,8","5,4,4",5.33,6,4.33,-0.5,Poster
1692,Zero-Mean Regularized Spectral Contrastive Learning,"6,6,6","3,3,5",6,6,3.67,0,Poster
1693,Large-Vocabulary 3D Diffusion Model with Transformer,"6,6,6","3,4,4",6,6,3.67,0,Poster
1694,Model Merging by Uncertainty-Based Gradient Matching,"6,6,6,6","5,2,4,3",5.75,6,3.5,0,Poster
1696,Interpretable Diffusion via Information Decomposition,"6,6,6,6,6,6","4,5,3,3,4,2",5,6,3.5,0,Poster
1697,Language Model Detectors Are Easily Optimized Against,"6,6,6","4,3,4",6,6,3.67,0,Poster
1698,OPTIMAL ROBUST MEMORIZATION WITH RELU NEURAL NETWORKS,"5,5,8","4,3,3",6,6,3.33,-0.5,Spotlight
1699,On Trajectory Augmentations for Off-Policy Evaluation,"6,6,6","4,4,4",4.33,6,4,0,Poster
1700,Temporal Generalization Estimation in Evolving Graphs,"5,5,6,6,8","4,5,3,3,3",5.8,6,3.6,-0.68,Poster
1702,Long-tailed Diffusion Models with Oriented Calibration,"6,6,6","4,4,4",5.67,6,4,0,Poster
1703,Measuring Vision-Language STEM Skills of Neural Models,"6,6,6","4,4,4",5.67,6,4,0,Poster
1704,Multimodal Molecular Pretraining via Modality Blending,"5,5,6,8","4,2,4,3",5,6,3.25,0,Poster
1705,Training Unbiased Diffusion Models From Biased Dataset,"5,5,6,8","3,4,4,4",5.5,6,3.75,0.47,Poster
1706,Trajeglish: Learning the Language of Driving Scenarios,"6,6,6","3,4,4",4.67,6,3.67,0,Poster
1707,Better Neural PDE Solvers Through Data-Free Mesh Movers,"6,6,6","4,3,4",4,6,3.67,0,Poster
1708,Counting Graph Substructures with Graph Neural Networks,"6,6,6,6","3,3,3,3",5.5,6,3,0,Poster
1709,Linear Log-Normal Attention with Unbiased Concentration,"5,5,6,8","4,4,3,3",5.75,6,3.5,-0.82,Poster
1710,Machine Unlearning for Image-to-Image Generative Models,"5,5,6,8","3,4,4,4",5.5,6,3.75,0.47,Poster
1711,Object-Aware Inversion and Reassembly for Image Editing,"3,5,8,8","3,2,5,5",6,6,3.75,0.82,Poster
1712,Adversarial Attacks on Fairness of Graph Neural Networks,"6,6,6","5,3,4",4.67,6,4,0,Poster
1713,EXPOSING TEXT-IMAGE INCONSISTENCY USING DIFFUSION MODELS,"5,5,6,8","4,3,3,3",6,6,3.25,-0.47,Poster
1715,Memory-Consistent Neural Networks for Imitation Learning,"6,6,6,6","4,3,4,4",4.75,6,3.75,0,Poster
1716,Neural Polynomial Gabor Fields for Macro Motion Analysis,"6,6,6,6","2,4,2,4",5.5,6,3,0,Poster
1717,Neurosymbolic Grounding for Compositional Generalization,"6,6,6","4,4,2",5.5,6,3.33,0,Poster
1718,Simplicial Representation Learning with Neural $k$-Forms,"5,5,6,6,8","2,4,4,2,2",5.8,6,2.8,-0.37,Poster
1719,"Tangent Transformers for Composition,Privacy and Removal","6,6,6","2,4,4",6,6,3.33,0,Poster
1720,The Need for Speed: Pruning Transformers with One Recipe,"6,6,6","3,2,3",5.67,6,2.67,0,Poster
1721,Alpagasus: Training a Better Alpaca Model with Fewer Data,"6,6,6","5,4,4",5.33,6,4.33,0,Poster
1722,BrainLM: A foundation model for brain activity recordings,"6,6,6,6","3,5,4,4",5.25,6,4,0,Poster
1723,Frequency-Aware Transformer for Learned Image Compression,"6,6,6,6","5,4,4,3",5.5,6,4,0,Poster
1724,In-Context Learning Dynamics with Random Binary Sequences,"6,6,6,6","4,2,3,3",4,6,3,0,Poster
1725,Learning to Jointly Understand Visual and Tactile Signals,"6,6,6,6","3,3,2,3",5.5,6,2.75,0,Poster
1727,Adversarial Training Should Be Cast as a Non-Zero-Sum Game,"6,6,6,6","4,4,4,3",5.25,6,3.75,0,Poster
1729,Consistent Video-to-Video Transfer Using Synthetic Dataset,"5,5,6,8","4,4,4,3",6.5,6,3.75,-0.94,Poster
1732,On the Reliability of Watermarks for Large Language Models,"6,6,6","3,4,5",4.67,6,4,0,Poster
1734,Adaptive Sharpness-Aware Pruning for Robust Sparse Networks,"6,6,6,6","4,2,4,4",5.75,6,3.5,0,Poster
1735,Can Large Language Models Infer Causation from Correlation?,"6,6,6","4,4,5",6,6,4.33,0,Poster
1736,EasyTPP: Towards Open Benchmarking Temporal Point Processes,"3,3,8,10","3,5,4,4",5.5,6,4,0,Poster
1737,Emerging Pixel-level Semantic Knowledge in Diffusion Models,"6,6,6,6","1,5,4,4",5.25,6,3.5,0,Poster
1738,LLMs Represent Contextual Tasks as Compact Function Vectors,"6,6,6,6","3,2,3,4",5.5,6,3,0,Poster
1739,PolyVoice: Language Models for Speech to Speech Translation,"3,5,8,8","5,3,5,4",6,6,4.25,0,Poster
1740,Revisiting Data Augmentation in Deep Reinforcement Learning,"6,6,6,6","4,3,5,3",5.75,6,3.75,0,Poster
1741,VoiceGen: Describing and Generating Voices with Text Prompt,"6,6,6,6","4,5,3,3",5,6,3.75,0,Poster
1742,A 2-Dimensional State Space Layer for Spatial Inductive Bias,"6,6,6,6","2,3,3,2",5.75,6,2.5,0,Poster
1749,Learning Multi-Agent Communication with Contrastive Learning,"5,5,6,8","4,4,4,4",5.75,6,4,0,Poster
1750,Learning Thresholds with Latent Values and Censored Feedback,"5,5,6,8","2,3,4,3",5.75,6,3,0.29,Poster
1752,Rethinking the Uniformity Metric in Self-Supervised Learning,"5,5,6,8","4,5,2,3",5.5,6,3.5,-0.55,Poster
1753,Sample-Efficient Multi-Agent RL: An Optimization Perspective,"6,6,6,6,6","2,3,4,4,3",5.8,6,3.2,0,Poster
1755,Talk like a Graph: Encoding Graphs for Large Language Models,"6,6,6,6","4,5,3,3",5.75,6,3.75,0,Poster
1756,Bandits with Replenishable Knapsacks: the Best of both Worlds,"6,6,6,6","4,3,3,4",5.75,6,3.5,0,Poster
1757,GPAvatar: Generalizable and Precise Head Avatar from Image(s),"6,6,6","5,4,4",6,6,4.33,0,Poster
1760,Intriguing Properties of Data Attribution on Diffusion Models,"6,6,6","3,4,4",5.33,6,3.67,0,Poster
1761,NOLA: Networks as Linear Combination of Low Rank Random Basis,"6,6,6,6","4,3,3,4",5.75,6,3.5,0,Poster
1762,Retro-fallback: retrosynthetic planning in an uncertain world,"6,6,6","4,3,4",5.67,6,3.67,0,Poster
1764,Unsupervised Fact Verification by Language Model Distillation,"5,5,6,6,8","3,5,4,3,3",5.2,6,3.6,-0.46,Poster
1766,Clifford Group Equivariant Simplicial Message Passing Networks,"6,6,6","4,3,3",5.67,6,3.33,0,Poster
1767,CoT3DRef: Chain-of-Thoughts Data-Efficient 3D Visual Grounding,"6,6,6,6","3,5,4,4",6,6,4,0,Poster
1770,Effective and Efficient Federated Tree Learning on Hybrid Data,"5,5,6,8","2,5,3,3",5.5,6,3.25,-0.19,Poster
1772,Graph Metanetworks for Processing Diverse Neural Architectures,"6,6,6","3,4,3",5.33,6,3.33,0,Spotlight
1773,Grokking as the transition from lazy to rich training dynamics,"3,5,8,8","3,3,4,3",6,6,3.25,0.54,Poster
1774,Learning Optimal Contracts: How to Exploit Small Action Spaces,"6,6,6","3,3,4",5.33,6,3.33,0,Poster
1776,Multimarginal Generative Modeling with Stochastic Interpolants,"5,5,8","3,4,3",6,6,3.33,-0.5,Poster
1777,Near-Optimal Quantum Algorithm for Minimizing the Maximal Loss,"5,5,6,8","3,3,2,3",6,6,2.75,0,Poster
1778,A Hard-to-Beat Baseline for Training-free CLIP-based Adaptation,"6,6,6","5,4,4",4.67,6,4.33,0,Poster
1779,Bellman Optimal Step-size Straightening of Flow-Matching Models,"6,6,6","4,5,3",5.33,6,4,0,Poster
1780,Conversational Drug Editing Using Retrieval and Domain Feedback,"6,6,6","2,3,4",5.33,6,3,0,Poster
1781,Directly Fine-Tuning Diffusion Models on Differentiable Rewards,"3,5,8,8","5,4,4,4",5.5,6,4.25,-0.82,Poster
1783,Pareto Deep Long-Tailed Recognition: A Conflict-Averse Solution,"6,6,6","4,4,5",5.33,6,4.33,0,Poster
1785,SemiReward: A General Reward Model for Semi-supervised Learning,"6,6,6","5,5,4",5.67,6,4.67,0,Poster
1786,Communication-Efficient Federated Non-Linear Bandit Optimization,"6,6,6,6","3,4,2,3",5.75,6,3,0,Poster
1787,Improving the Convergence of Dynamic NeRFs via Optimal Transport,"6,6,6,6","2,4,4,2",5.5,6,3,0,Poster
1789,PRES: Toward Scalable Memory-Based Dynamic Graph Neural Networks,"6,6","3,3",5.5,6,3,0,Poster
1791,Score Models for Offline Goal-Conditioned Reinforcement Learning,"6,6,6,6","4,4,3,3",5,6,3.5,0,Poster
1792,TEDDY: Trimming Edges with Degree-based Graph Diffusion Strategy,"5,5,6,6,8","5,4,3,3,2",5.6,6,3.4,-0.9,Poster
1793,The Effectiveness of Random Forgetting for Robust Generalization,"6,6,6","3,5,3",5.33,6,3.67,0,Poster
1794,Adapting to Distribution Shift by Visual Domain Prompt Generation,"5,5,6,8","4,2,4,4",6,6,3.5,0.47,Poster
1795,Backdoor Federated Learning by Poisoning Backdoor-Critical Layers,"6,6,6,6","4,4,4,3",5.5,6,3.75,0,Poster
1796,Improving Intrinsic Exploration by Creating Stationary Objectives,"5,5,6,8","4,3,3,4",4.5,6,3.5,0.41,Poster
1797,NeuroBack: Improving CDCL SAT Solving using Graph Neural Networks,"5,5,6,8","4,4,4,3",5.75,6,3.75,-0.94,Poster
1799,Scaling physics-informed hard constraints with mixture-of-experts,"6,6,6,6,6","3,3,4,4,3",5.8,6,3.4,0,Poster
1801,Teaching Language Models to Hallucinate Less with Synthetic Tasks,"6,6,6","3,4,3",5.33,6,3.33,0,Poster
1804,DePT: Decomposed Prompt Tuning for Parameter-Efficient Fine-tuning,"6,6,6,6","5,4,4,3",5.25,6,4,0,Poster
1805,Fully Hyperbolic Convolutional Neural Networks for Computer Vision,"6,6,6","4,4,3",5.67,6,3.67,0,Poster
1806,Generating Images in Context with Multimodal Large Language Models,"6,6,6","4,4,4",5.67,6,4,0,Poster
1808,Mirage: Model-agnostic Graph Distillation for Graph Classification,"6,6,6,6","3,4,4,3",5.75,6,3.5,0,Poster
1809,OpenWebMath: An Open Dataset of High-Quality Mathematical Web Text,"5,5,8","3,3,4",5.33,6,3.33,1,Poster
1810,Polynormer: Polynomial-Expressive Graph Transformer in Linear Time,"6,6,6","4,4,3",6,6,3.67,0,Poster
1811,RAIN: Your Language Models Can Align Themselves without Finetuning,"5,5,6,6,8","4,3,4,3,3",5.8,6,3.4,-0.37,Poster
1812,SOHES: Self-supervised Open-world Hierarchical Entity Segmentation,"6,6,6","3,3,5",5.67,6,3.67,0,Poster
1813,Sin3DM: Learning a Diffusion Model from a Single 3D Textured Shape,"5,5,6,8","3,4,4,4",5.75,6,3.75,0.47,Poster
1814,CLIP the Bias: How Useful is Balancing Data in Multimodal Learning?,"6,6,6","4,3,4",5.67,6,3.67,0,Poster
1815,Exploring the cloud of feature interaction scores in a Rashomon set,"6,6,6","3,3,4",5.67,6,3.33,0,Poster
1818,MagicDrive: Street View Generation with Diverse 3D Geometry Control,"5,5,6,8","4,4,2,4",6,6,3.5,0,Poster
1819,Parallelizing non-linear sequential models over the sequence length,"6,6,6","3,4,4",5.33,6,3.67,0,Poster
1820,Retrieval-Based Reconstruction For Time-series Contrastive Learning,"5,5,6,8","3,4,3,4",5.25,6,3.5,0.41,Poster
1821,Robust Training of Federated Models with Extremely Label Deficiency,"6,6,6,6","3,3,4,3",5.75,6,3.25,0,Poster
1822,VDT: General-purpose Video Diffusion Transformers via Mask Modeling,"6,6,6","4,4,4",6,6,4,0,Poster
1824,On the Effect of Batch Size in Byzantine-Robust Distributed Learning,"6,6,6","5,3,3",5.33,6,3.67,0,Poster
1825,PORF: POSE RESIDUAL FIELD FOR ACCURATE NEURAL SURFACE RECONSTRUCTION,"5,5,6,8","4,4,5,4",6,6,4.25,0,Poster
1826,Particle Guidance: non-I.I.D. Diverse Sampling with Diffusion Models,"5,5,6,8","5,5,4,4",5.5,6,4.5,-0.82,Poster
1827,T-Rep: Representation Learning for Time Series using Time-Embeddings,"5,5,6,6,8","5,4,4,4,3",5,6,4,-0.87,Poster
1829,Toward Optimal Policy Population Growth in Two-Player Zero-Sum Games,"6,6,6","4,2,3",5.67,6,3,0,Poster
1830,Towards image compression with perfect realism at ultra-low bitrates,"6,6,6,6","4,4,4,4",6,6,4,0,Poster
1831,3D Reconstruction with Generalizable Neural Fields using Scene Priors,"5,5,6,6,8","3,4,4,4,5",5.4,6,4,0.87,Poster
1834,Adversarial Supervision Makes Layout-to-Image Diffusion Models Thrive,"6,6,6,6","4,4,4,4",5.25,6,4,0,Poster
1835,Class Incremental Learning via Likelihood Ratio Based Task Prediction,"5,5,6,8","4,4,4,3",6,6,3.75,-0.94,Poster
1836,DragonDiffusion: Enabling Drag-style Manipulation on Diffusion Models,"6,6,6,6,6","4,4,4,4,5",5.4,6,4.2,0,Spotlight
1837,Dynamic Sparse No Training: Training-Free Fine-tuning for Sparse LLMs,"6,6,6","5,4,2",5.67,6,3.67,0,Poster
1838,Generative Adversarial Policy Network for Modelling Protein Complexes,"6,6,6,6","5,3,3,3",5.5,6,3.5,0,Poster
1839,LipVoicer: Generating Speech from Silent Videos Guided by Lip Reading,"5,5,6,8","4,3,4,4",5.5,6,3.75,0.47,Poster
1840,Towards Establishing Guaranteed Error for Learned Database Operations,"3,5,8,8","3,4,2,3",6,6,3,-0.5,Poster
1841,Variance Reduced Halpern Iteration for Finite-Sum Monotone Inclusions,"6,6,6","3,3,3",4,6,3,0,Poster
1842,fairret: a Framework for Differentiable Fairness Regularization Terms,"3,5,8,8","5,4,4,4",4.75,6,4.25,-0.82,Poster
1843,Can We Evaluate Domain Adaptation Models Without Target-Domain Labels?,"6,6,6,6","4,4,4,5",5.25,6,4.25,0,Poster
1844,Deep SE(3)-Equivariant Geometric Reasoning for Precise Placement Tasks,"6,6,6","4,4,3",5.33,6,3.67,0,Poster
1845,DeepZero: Scaling Up Zeroth-Order Optimization for Deep Model Training,"3,5,6,6,8,8","2,4,3,3,4,3",5.67,6,3.17,0.56,Poster
1846,DistillSpec: Improving Speculative Decoding via Knowledge Distillation,"6,6,6","4,3,3",5,6,3.33,0,Poster
1847,Efficient Heterogeneous Meta-Learning via Channel Shuffling Modulation,"6,6,6,6","5,4,5,4",5.75,6,4.5,0,Poster
1848,Elucidating the design space of classifier-guided diffusion generation,"5,5,6,6,8","5,4,5,3,5",4.2,6,4.4,0.23,Poster
1849,Enable Lanuguage Models to Implicitly Learn Self-Improvement From Data,"6,6,6,6","3,3,3,3",5.75,6,3,0,Poster
1850,Horizon-free Reinforcement Learning in Adversarial Linear Mixture MDPs,"6,6,6,6","4,3,3,4",6,6,3.5,0,Poster
1851,KW-Design: Pushing the Limit of Protein Deign via Knowledge Refinement,"6,6,6","5,3,3",5.5,6,3.67,0,Poster
1852,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,"5,5,8","3,4,4",6.5,6,3.67,0.5,Poster
